RESULTS FOR java -jar target/searcher.jar -t custom -w true -tr true -p true -s true -n 3
  0 | How use Django for web development  P@k = 0.10000; R@k = 0.13333; A@k = 0.00427
 19 | Create testing environment in python P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 20 | Using nested JSON                   P@k = 0.20000; R@k = 1.00000; A@k = 1.00000
 21 | Operations on Pandas dataframe      P@k = 0.58333; R@k = 0.28000; A@k = 1.00000
 22 | The best way to implement a Numpy array P@k = 0.20000; R@k = 0.10000; A@k = 1.00000
 23 | Multithreading and synchonization   P@k = 0.75000; R@k = 0.30000; A@k = 1.00000
 24 | Sorting Algorithms                  P@k = 0.15000; R@k = 1.00000; A@k = 0.04688
 25 | What’s the difference between passing a parameter by reference or by value P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 26 | Pointers in C++                     P@k = 0.35000; R@k = 0.77778; A@k = 0.01857
 27 | How to Plot data in Python          P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 28 | Sql database                        P@k = 0.30000; R@k = 0.33333; A@k = 1.00000
 29 | How to get my regex to work         P@k = 0.50000; R@k = 0.45455; A@k = 1.00000
 31 | Beautifulsoup web scrapers          P@k = 0.77778; R@k = 1.00000; A@k = 1.00000
 32 | New to programming                  P@k = 0.10000; R@k = 0.09091; A@k = 0.00935
 98 | Python                              P@k = 0.95000; R@k = 0.05882; A@k = 0.90476
 99 | C++                                 P@k = 0.95000; R@k = 0.10674; A@k = 0.05723
Weighted Precision@20 = 0.2646729279947273
Weighted Recall@20    = 0.46538129683366064
Weighted Accuracy@20    = 0.38822724794027236


RESULTS FOR java -jar target/searcher.jar -t custom -w true -tr true -p true -s true -n 7 --rocchio true
  0 | How use Django for web development  P@k = 0.05000; R@k = 0.06667; A@k = 0.00215
  1 | Recursion speed                     P@k = 0.10000; R@k = 1.00000; A@k = 0.00415
  2 | Templates usage c++                 P@k = 0.25000; R@k = 0.33333; A@k = 0.01053
  3 | How to loop over data               P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
  4 | Python Tkinter button not working   P@k = 0.15000; R@k = 1.00000; A@k = 0.00622
  5 | Issues with Qt                      P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
  6 | Drawing in PyGame on collision      P@k = 0.15000; R@k = 1.00000; A@k = 0.00622
  7 | Python Opencv cannot detect         P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
  8 | How to read and write to a file     P@k = 0.05000; R@k = 0.11111; A@k = 0.00212
  9 | Using nested dictionary             P@k = 0.10000; R@k = 1.00000; A@k = 0.00437
 10 | Computing with timestamps           P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 11 | Lamdba not working                  P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 12 | How to use class inheritance        P@k = 0.20000; R@k = 1.00000; A@k = 0.00826
 13 | Using class methods                 P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 14 | Class private members               P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 15 | How can you use lists in python     P@k = 0.10000; R@k = 0.20000; A@k = 0.00422
 16 | Manipulating a list                 P@k = 0.10000; R@k = 0.40000; A@k = 0.00447
 17 | How to work with sockets            P@k = 0.05000; R@k = 0.25000; A@k = 0.00209
 18 | REST API requests                   P@k = 0.05000; R@k = 0.20000; A@k = 0.00210
 19 | Create testing environment in python P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 20 | Using nested JSON                   P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 21 | Operations on Pandas dataframe      P@k = 0.80000; R@k = 0.64000; A@k = 0.03306
 22 | The best way to implement a Numpy array P@k = 0.30000; R@k = 0.60000; A@k = 0.01242
 23 | Multithreading and synchonization   P@k = 0.15000; R@k = 0.30000; A@k = 0.00630
 24 | Sorting Algorithms                  P@k = 0.05000; R@k = 0.33333; A@k = 0.00209
 25 | What’s the difference between passing a parameter by reference or by value P@k = 0.05000; R@k = 0.50000; A@k = 0.00208
 26 | Pointers in C++                     P@k = 0.05000; R@k = 0.11111; A@k = 0.00211
 27 | How to Plot data in Python          P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 28 | Sql database                        P@k = 0.05000; R@k = 0.11111; A@k = 0.00211
 29 | How to get my regex to work         P@k = 0.05000; R@k = 0.09091; A@k = 0.00212
 30 | Neural Networks tensors in keras    P@k = 0.40000; R@k = 1.00000; A@k = 0.01677
 31 | Beautifulsoup web scrapers          P@k = 0.15000; R@k = 0.42857; A@k = 0.00626
 32 | New to programming                  P@k = 0.05000; R@k = 0.04545; A@k = 0.00217
 98 | Python                              P@k = 0.65000; R@k = 0.04025; A@k = 0.07104
 99 | C++                                 P@k = 0.55000; R@k = 0.06180; A@k = 0.03395
Weighted Precision@20 = 0.1328571428571428
Weighted Recall@20    = 0.30924706178369415
Weighted Accuracy@20    = 0.007125321168047505


RESULTS FOR java -jar target/searcher.jar -t custom -w true -tr true -p true -s true -n 8
  0 | How use Django for web development  P@k = 0.55556; R@k = 0.33333; A@k = 1.00000
  1 | Recursion speed                     P@k = 0.10000; R@k = 1.00000; A@k = 0.00528
  2 | Templates usage c++                 P@k = 0.70000; R@k = 0.93333; A@k = 0.48276
  3 | How to loop over data               P@k = 0.05000; R@k = 0.16667; A@k = 0.00685
  4 | Python Tkinter button not working   P@k = 0.42857; R@k = 1.00000; A@k = 1.00000
  5 | Issues with Qt                      P@k = 0.36842; R@k = 0.43750; A@k = 1.00000
  6 | Drawing in PyGame on collision      P@k = 1.00000; R@k = 0.33333; A@k = 1.00000
  7 | Python Opencv cannot detect         P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
  8 | How to read and write to a file     P@k = 0.10000; R@k = 0.22222; A@k = 0.01070
  9 | Using nested dictionary             P@k = 0.20000; R@k = 0.50000; A@k = 1.00000
 10 | Computing with timestamps           P@k = 0.12500; R@k = 0.25000; A@k = 1.00000
 11 | Lamdba not working                  P@k = 0.15000; R@k = 1.00000; A@k = 0.23077
 12 | How to use class inheritance        P@k = 0.14286; R@k = 0.50000; A@k = 1.00000
 13 | Using class methods                 P@k = 0.20000; R@k = 0.66667; A@k = 0.05063
 14 | Class private members               P@k = 0.10000; R@k = 0.66667; A@k = 0.02410
 15 | How can you use lists in python     P@k = 0.10000; R@k = 0.20000; A@k = 0.01681
 16 | Manipulating a list                 P@k = 0.10000; R@k = 0.40000; A@k = 0.00631
 17 | How to work with sockets            P@k = 0.10000; R@k = 0.50000; A@k = 0.18182
 18 | REST API requests                   P@k = 0.10000; R@k = 0.40000; A@k = 0.06061
 19 | Create testing environment in python P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 20 | Using nested JSON                   P@k = 0.22222; R@k = 0.50000; A@k = 1.00000
 21 | Operations on Pandas dataframe      P@k = 0.54545; R@k = 0.24000; A@k = 1.00000
 22 | The best way to implement a Numpy array P@k = 0.20000; R@k = 0.10000; A@k = 1.00000
 23 | Multithreading and synchonization   P@k = 0.26316; R@k = 0.50000; A@k = 1.00000
 24 | Sorting Algorithms                  P@k = 0.12500; R@k = 0.66667; A@k = 1.00000
 25 | What’s the difference between passing a parameter by reference or by value P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 26 | Pointers in C++                     P@k = 0.30000; R@k = 0.66667; A@k = 0.19355
 27 | How to Plot data in Python          P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 28 | Sql database                        P@k = 0.30000; R@k = 0.33333; A@k = 1.00000
 29 | How to get my regex to work         P@k = 0.55556; R@k = 0.45455; A@k = 1.00000
 31 | Beautifulsoup web scrapers          P@k = 0.77778; R@k = 1.00000; A@k = 1.00000
 32 | New to programming                  P@k = 0.05000; R@k = 0.04545; A@k = 0.00369
 98 | Python                              P@k = 1.00000; R@k = 0.06192; A@k = 0.86957
 99 | C++                                 P@k = 0.95000; R@k = 0.10674; A@k = 0.05723
Weighted Precision@20 = 0.29145803456948954
Weighted Recall@20    = 0.41720735195784
Weighted Accuracy@20    = 0.505901510762118


RESULTS FOR java -jar target/searcher.jar -t custom -w true -tr true -p true -s true -n 8 --rocchio true
  0 | How use Django for web development  P@k = 0.15000; R@k = 0.20000; A@k = 0.00637
  1 | Recursion speed                     P@k = 0.10000; R@k = 1.00000; A@k = 0.00415
  2 | Templates usage c++                 P@k = 0.20000; R@k = 0.26667; A@k = 0.00846
  3 | How to loop over data               P@k = 0.05000; R@k = 0.16667; A@k = 0.00210
  4 | Python Tkinter button not working   P@k = 0.15000; R@k = 1.00000; A@k = 0.00621
  5 | Issues with Qt                      P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
  6 | Drawing in PyGame on collision      P@k = 0.10000; R@k = 0.66667; A@k = 0.00418
  7 | Python Opencv cannot detect         P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
  8 | How to read and write to a file     P@k = 0.05000; R@k = 0.11111; A@k = 0.00212
  9 | Using nested dictionary             P@k = 0.10000; R@k = 1.00000; A@k = 0.00424
 10 | Computing with timestamps           P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 11 | Lamdba not working                  P@k = 0.05000; R@k = 0.33333; A@k = 0.00209
 12 | How to use class inheritance        P@k = 0.20000; R@k = 1.00000; A@k = 0.00826
 13 | Using class methods                 P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 14 | Class private members               P@k = 0.05000; R@k = 0.33333; A@k = 0.00209
 15 | How can you use lists in python     P@k = 0.10000; R@k = 0.20000; A@k = 0.00422
 16 | Manipulating a list                 P@k = 0.05000; R@k = 0.20000; A@k = 0.00229
 17 | How to work with sockets            P@k = 0.05000; R@k = 0.25000; A@k = 0.00209
 18 | REST API requests                   P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 19 | Create testing environment in python P@k = 0.05000; R@k = 0.33333; A@k = 0.00210
 20 | Using nested JSON                   P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 21 | Operations on Pandas dataframe      P@k = 0.95000; R@k = 0.76000; A@k = 0.03885
 22 | The best way to implement a Numpy array P@k = 0.25000; R@k = 0.50000; A@k = 0.01040
 23 | Multithreading and synchonization   P@k = 0.15000; R@k = 0.30000; A@k = 0.00630
 24 | Sorting Algorithms                  P@k = 0.05000; R@k = 0.33333; A@k = 0.00209
 25 | What’s the difference between passing a parameter by reference or by value P@k = 0.05000; R@k = 0.50000; A@k = 0.00208
 26 | Pointers in C++                     P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 27 | How to Plot data in Python          P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 28 | Sql database                        P@k = 0.05000; R@k = 0.11111; A@k = 0.00211
 29 | How to get my regex to work         P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 30 | Neural Networks tensors in keras    P@k = 0.25000; R@k = 0.62500; A@k = 0.01188
 31 | Beautifulsoup web scrapers          P@k = 0.15000; R@k = 0.42857; A@k = 0.00626
 32 | New to programming                  P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 98 | Python                              P@k = 0.70000; R@k = 0.04334; A@k = 0.07568
 99 | C++                                 P@k = 0.60000; R@k = 0.06742; A@k = 0.03681
Weighted Precision@20 = 0.13285714285714284
Weighted Recall@20    = 0.3065681819347097
Weighted Accuracy@20    = 0.007240744472245922


RESULTS FOR java -jar target/searcher.jar -t custom -w true -tr true -p true -s false -n 3
  0 | How use Django for web development  P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
  1 | Recursion speed                     P@k = 0.10000; R@k = 1.00000; A@k = 0.01258
  2 | Templates usage c++                 P@k = 0.30000; R@k = 0.40000; A@k = 1.00000
  3 | How to loop over data               P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
  4 | Python Tkinter button not working   P@k = 0.05000; R@k = 0.33333; A@k = 0.07143
  5 | Issues with Qt                      P@k = 0.70000; R@k = 0.43750; A@k = 1.00000
  7 | Python Opencv cannot detect         P@k = 0.05000; R@k = 0.33333; A@k = 0.01786
  8 | How to read and write to a file     P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
  9 | Using nested dictionary             P@k = 0.10000; R@k = 1.00000; A@k = 0.05263
 10 | Computing with timestamps           P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 11 | Lamdba not working                  P@k = 0.10000; R@k = 0.66667; A@k = 0.02410
 12 | How to use class inheritance        P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 13 | Using class methods                 P@k = 0.20000; R@k = 0.66667; A@k = 0.05634
 14 | Class private members               P@k = 0.05263; R@k = 0.33333; A@k = 1.00000
 15 | How can you use lists in python     P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 16 | Manipulating a list                 P@k = 0.15000; R@k = 0.60000; A@k = 0.01500
 17 | How to work with sockets            P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 18 | REST API requests                   P@k = 0.16667; R@k = 0.40000; A@k = 1.00000
 19 | Create testing environment in python P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 20 | Using nested JSON                   P@k = 0.15789; R@k = 0.75000; A@k = 1.00000
 21 | Operations on Pandas dataframe      P@k = 0.80000; R@k = 0.16000; A@k = 1.00000
 22 | The best way to implement a Numpy array P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 23 | Multithreading and synchonization   P@k = 0.50000; R@k = 0.20000; A@k = 1.00000
 24 | Sorting Algorithms                  P@k = 0.10000; R@k = 0.66667; A@k = 0.28571
 25 | What’s the difference between passing a parameter by reference or by value P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 26 | Pointers in C++                     P@k = 0.15000; R@k = 0.33333; A@k = 0.12500
 27 | How to Plot data in Python          P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 28 | Sql database                        P@k = 0.05000; R@k = 0.11111; A@k = 0.00452
 29 | How to get my regex to work         P@k = 0.12500; R@k = 0.09091; A@k = 1.00000
 31 | Beautifulsoup web scrapers          P@k = 0.05000; R@k = 0.14286; A@k = 0.16667
 32 | New to programming                  P@k = 0.06250; R@k = 0.04545; A@k = 1.00000
 98 | Python                              P@k = 0.95000; R@k = 0.05882; A@k = 0.90476
 99 | C++                                 P@k = 0.95000; R@k = 0.10674; A@k = 0.26761
Weighted Precision@20 = 0.17771796916533758
Weighted Recall@20    = 0.26777970685183927
Weighted Accuracy@20    = 0.3334607182157566


RESULTS FOR java -jar target/searcher.jar -t custom -w true -tr true -p true -s false -n 3 --rocchio true
  0 | How use Django for web development  P@k = 0.45000; R@k = 0.60000; A@k = 0.01863
  1 | Recursion speed                     P@k = 0.05000; R@k = 0.50000; A@k = 0.00208
  2 | Templates usage c++                 P@k = 0.05000; R@k = 0.06667; A@k = 0.00214
  3 | How to loop over data               P@k = 0.05000; R@k = 0.16667; A@k = 0.00210
  4 | Python Tkinter button not working   P@k = 0.15000; R@k = 1.00000; A@k = 0.00622
  5 | Issues with Qt                      P@k = 0.05000; R@k = 0.06250; A@k = 0.00215
  6 | Drawing in PyGame on collision      P@k = 0.15000; R@k = 1.00000; A@k = 0.00621
  7 | Python Opencv cannot detect         P@k = 0.15000; R@k = 1.00000; A@k = 0.00621
  8 | How to read and write to a file     P@k = 0.30000; R@k = 0.66667; A@k = 0.01247
  9 | Using nested dictionary             P@k = 0.05000; R@k = 0.50000; A@k = 0.00208
 10 | Computing with timestamps           P@k = 0.15000; R@k = 0.75000; A@k = 0.00624
 11 | Lamdba not working                  P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 12 | How to use class inheritance        P@k = 0.05000; R@k = 0.25000; A@k = 0.00209
 13 | Using class methods                 P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 14 | Class private members               P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 15 | How can you use lists in python     P@k = 0.05000; R@k = 0.10000; A@k = 0.00212
 16 | Manipulating a list                 P@k = 0.20000; R@k = 0.80000; A@k = 0.00895
 17 | How to work with sockets            P@k = 0.20000; R@k = 1.00000; A@k = 0.00839
 18 | REST API requests                   P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 19 | Create testing environment in python P@k = 0.10000; R@k = 0.66667; A@k = 0.00416
 20 | Using nested JSON                   P@k = 0.05000; R@k = 0.25000; A@k = 0.00209
 21 | Operations on Pandas dataframe      P@k = 0.70000; R@k = 0.56000; A@k = 0.02893
 22 | The best way to implement a Numpy array P@k = 0.35000; R@k = 0.70000; A@k = 0.01446
 23 | Multithreading and synchonization   P@k = 0.40000; R@k = 0.80000; A@k = 0.01646
 24 | Sorting Algorithms                  P@k = 0.05000; R@k = 0.33333; A@k = 0.00209
 25 | What’s the difference between passing a parameter by reference or by value P@k = 0.05000; R@k = 0.50000; A@k = 0.00208
 26 | Pointers in C++                     P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 27 | How to Plot data in Python          P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 28 | Sql database                        P@k = 0.05000; R@k = 0.11111; A@k = 0.00211
 29 | How to get my regex to work         P@k = 0.10000; R@k = 0.18182; A@k = 0.00422
